resume_text,category
"Certified HR expert with a strong background in Employee Relations, Strategic HR, HR Policies, Onboarding, Training, Payroll. Passionate about building scalable solutions. Projects: Led the team in creating Payroll Automation with focus on Employee Relations, HR Policies, Recruitment.",HR
"Results-driven HR professional with expertise in Strategic HR, Employee Relations, HR Policies, Training, Onboarding, Payroll. Worked on several high-impact projects. Projects: Led the team in creating Payroll Automation with focus on Recruitment, Onboarding, Talent Acquisition. Led the team in creating Performance Review System with focus on Talent Acquisition, Strategic HR, HR Policies. Developed a Employee Engagement Portal using Payroll, Strategic HR, HR Policies.",HR
"Results-driven Frontend Developer professional with expertise in Redux, TypeScript, Web Design, HTML5, React, Next.js. Worked on several high-impact projects. Projects: Architected a Social Media Feed using HTML5, Web Design, Next.js and deployed on Azure. Developed a E-learning Platform using Redux, Next.js, HTML5.",Frontend Developer
"Certified Java Developer expert with a strong background in Spring Boot, Hibernate, Multithreading, REST API, JUnit, Microservices. Passionate about building scalable solutions. Projects: Architected a Flight Booking API using REST API, SQL, Java and deployed on Azure. Implemented Flight Booking API which improved efficiency by 37%.",Java Developer
"Junior DevOps with a solid foundation in Kubernetes, Docker, Ansible, Scripting, Azure, Jenkins. Eager to contribute to innovative projects. Projects: Led the team in creating Monitoring Dashboard with focus on Ansible, Monitoring, CI/CD. Led the team in creating Kubernetes Deployment Pipeline with focus on Jenkins, Ansible, Azure.",DevOps
"Experienced Full Stack Developer with 1 years in the industry. Proficient in Java, React, SQL, Spring Boot, Docker, Express. Projects: Developed a Healthcare Portal using JavaScript, REST API, Java. Implemented Real-time Chat App which improved efficiency by 31%.",Full Stack Developer
"Experienced Full Stack Developer with 12 years in the industry. Proficient in SQL, Docker, Java, Spring Boot, Express, JavaScript. Projects: Led the team in creating Real-time Chat App with focus on JavaScript, REST API, Express. Implemented SaaS Application which improved efficiency by 30%.",Full Stack Developer
"HR lead with 1 years of experience. Skilled at Employee Relations, Onboarding, HR Policies, Talent Acquisition, Training, Payroll and team management. Projects: Developed a ATS Implementation using Employee Relations, Onboarding, Recruitment. Developed a ATS Implementation using Recruitment, Strategic HR, Onboarding. Implemented Performance Review System which improved efficiency by 34%.",HR
"Results-driven Tester professional with expertise in SDLC, Automation Testing, Python, Selenium, JUnit, Manual Testing. Worked on several high-impact projects. Projects: Implemented Security Testing Framework which improved efficiency by 38%. Developed a Mobile App Automation using Python, Java, Manual Testing. Led the team in creating Performance Benchmarking with focus on SDLC, TestNG, Python.",Tester
"Experienced DevOps with 8 years in the industry. Proficient in Docker, Ansible, AWS, CI/CD, Terraform, Monitoring. Projects: Led the team in creating Monitoring Dashboard with focus on Kubernetes, Azure, Monitoring.",DevOps
"DevOps lead with 13 years of experience. Skilled at Azure, Linux, Terraform, Scripting, Ansible, AWS and team management. Projects: Implemented Kubernetes Deployment Pipeline which improved efficiency by 50%.",DevOps
"Junior Full Stack Developer with a solid foundation in React, Java, Spring Boot, Node.js, Docker, REST API. Eager to contribute to innovative projects. Projects: Implemented SaaS Application which improved efficiency by 20%. Architected a SaaS Application using SQL, MongoDB, React and deployed on GCP. Developed a Healthcare Portal using Express, React, Java.",Full Stack Developer
"Experienced Full Stack Developer with 2 years in the industry. Proficient in Java, Spring Boot, Node.js, MongoDB, Express, JavaScript. Projects: Developed a Healthcare Portal using SQL, Node.js, JavaScript. Architected a Real-time Chat App using Spring Boot, Java, Docker and deployed on GCP.",Full Stack Developer
"Results-driven Java Developer professional with expertise in Multithreading, Maven, JUnit, Java, Hibernate, Spring Boot. Worked on several high-impact projects. Projects: Architected a Flight Booking API using SQL, Multithreading, JUnit and deployed on GCP. Led the team in creating Flight Booking API with focus on Microservices, Hibernate, Multithreading.",Java Developer
"Certified Tester expert with a strong background in Automation Testing, TestNG, Bug Tracking, SDLC, API Testing, Selenium. Passionate about building scalable solutions. Projects: Implemented E-commerce Test Suite which improved efficiency by 27%. Led the team in creating Performance Benchmarking with focus on SDLC, TestNG, JUnit.",Tester
"Certified Java Developer expert with a strong background in Maven, Java, REST API, JUnit, SQL, Microservices. Passionate about building scalable solutions. Projects: Developed a Banking Microservices using Java, Microservices, Hibernate. Architected a Banking Microservices using SQL, Multithreading, Hibernate and deployed on GCP.",Java Developer
"Experienced Frontend Developer with 9 years in the industry. Proficient in JavaScript, Tailwind CSS, Next.js, CSS3, React, HTML5. Projects: Implemented Dashboard UI which improved efficiency by 35%. Led the team in creating Social Media Feed with focus on Web Design, Bootstrap, Tailwind CSS.",Frontend Developer
"HR lead with 14 years of experience. Skilled at Recruitment, Employee Relations, Talent Acquisition, Strategic HR, Training, Onboarding and team management. Projects: Developed a ATS Implementation using Payroll, Employee Relations, Onboarding. Developed a ATS Implementation using Talent Acquisition, Strategic HR, Recruitment.",HR
"Full Stack Developer lead with 8 years of experience. Skilled at REST API, MongoDB, JavaScript, Express, Node.js, Docker and team management. Projects: Developed a Real-time Chat App using JavaScript, React, MongoDB.",Full Stack Developer
"Results-driven Java Developer professional with expertise in Multithreading, Spring Boot, Microservices, SQL, JVM, JUnit. Worked on several high-impact projects. Projects: Developed a E-commerce Backend using Spring Boot, JUnit, SQL.",Java Developer
"Junior Data Science with a solid foundation in SQL, PyTorch, NLP, Deep Learning, Scikit-learn, NumPy. Eager to contribute to innovative projects. Projects: Developed a Image Recognition App using Python, Pandas, Machine Learning. Developed a Fraud Detection System using NLP, PyTorch, TensorFlow. Led the team in creating Image Recognition App with focus on Deep Learning, NumPy, TensorFlow.",Data Science
"Data Science lead with 3 years of experience. Skilled at Data Visualization, Pandas, Scikit-learn, NLP, TensorFlow, PyTorch and team management. Projects: Led the team in creating Recommendation Engine with focus on SQL, Data Visualization, NLP. Led the team in creating Recommendation Engine with focus on TensorFlow, Data Visualization, Scikit-learn. Led the team in creating Recommendation Engine with focus on NLP, Python, TensorFlow.",Data Science
"Junior Tester with a solid foundation in Selenium, Manual Testing, Bug Tracking, Java, API Testing, JUnit. Eager to contribute to innovative projects. Projects: Implemented E-commerce Test Suite which improved efficiency by 15%.",Tester
"Results-driven DevOps professional with expertise in CI/CD, Azure, Scripting, Terraform, Monitoring, Linux. Worked on several high-impact projects. Projects: Architected a Monitoring Dashboard using Terraform, Jenkins, CI/CD and deployed on GCP. Architected a Cloud Migration Project using Scripting, Monitoring, Azure and deployed on Azure. Architected a Kubernetes Deployment Pipeline using Docker, Linux, CI/CD and deployed on AWS.",DevOps
"Certified DevOps expert with a strong background in Monitoring, CI/CD, Azure, Terraform, Linux, Kubernetes. Passionate about building scalable solutions. Projects: Architected a Kubernetes Deployment Pipeline using Jenkins, Azure, Docker and deployed on Azure. Implemented Monitoring Dashboard which improved efficiency by 20%.",DevOps
"Junior Data Science with a solid foundation in Machine Learning, TensorFlow, Python, NumPy, NLP, PyTorch. Eager to contribute to innovative projects. Projects: Led the team in creating Image Recognition App with focus on Machine Learning, Scikit-learn, SQL. Implemented Fraud Detection System which improved efficiency by 28%.",Data Science
"Results-driven Java Developer professional with expertise in Maven, SQL, REST API, JUnit, JVM, Spring Boot. Worked on several high-impact projects. Projects: Led the team in creating E-commerce Backend with focus on Hibernate, Multithreading, Maven. Led the team in creating E-commerce Backend with focus on Hibernate, REST API, Java. Architected a E-commerce Backend using Java, JUnit, Hibernate and deployed on AWS.",Java Developer
"Results-driven Full Stack Developer professional with expertise in SQL, MongoDB, REST API, Docker, React, Express. Worked on several high-impact projects. Projects: Led the team in creating Real-time Chat App with focus on Node.js, SQL, MongoDB.",Full Stack Developer
"Certified Full Stack Developer expert with a strong background in SQL, MongoDB, Docker, Express, REST API, React. Passionate about building scalable solutions. Projects: Led the team in creating Real-time Chat App with focus on React, Docker, JavaScript. Implemented SaaS Application which improved efficiency by 10%. Implemented Online Marketplace which improved efficiency by 17%.",Full Stack Developer
"Results-driven Tester professional with expertise in Manual Testing, Selenium, Python, Bug Tracking, SDLC, Java. Worked on several high-impact projects. Projects: Led the team in creating Performance Benchmarking with focus on API Testing, JUnit, TestNG. Developed a Security Testing Framework using JUnit, Selenium, Java.",Tester
"Results-driven Java Developer professional with expertise in JVM, Multithreading, SQL, Spring Boot, Maven, REST API. Worked on several high-impact projects. Projects: Led the team in creating Inventory Management System with focus on JVM, Multithreading, Hibernate. Developed a E-commerce Backend using Multithreading, SQL, Java. Led the team in creating Banking Microservices with focus on Multithreading, Spring Boot, SQL.",Java Developer
"Results-driven Frontend Developer professional with expertise in CSS3, Web Design, React, Bootstrap, HTML5, Redux. Worked on several high-impact projects. Projects: Architected a Dashboard UI using TypeScript, Bootstrap, Tailwind CSS and deployed on GCP.",Frontend Developer
"Experienced HR with 6 years in the industry. Proficient in HR Policies, Onboarding, Talent Acquisition, Payroll, Strategic HR, Training. Projects: Led the team in creating Employee Engagement Portal with focus on Recruitment, Payroll, Training. Developed a Employee Engagement Portal using HR Policies, Employee Relations, Strategic HR. Implemented Performance Review System which improved efficiency by 48%.",HR
"Certified Full Stack Developer expert with a strong background in JavaScript, Spring Boot, Node.js, React, Java, SQL. Passionate about building scalable solutions. Projects: Implemented Healthcare Portal which improved efficiency by 14%.",Full Stack Developer
"HR lead with 3 years of experience. Skilled at HR Policies, Training, Employee Relations, Onboarding, Payroll, Recruitment and team management. Projects: Led the team in creating Employee Engagement Portal with focus on Strategic HR, Recruitment, Talent Acquisition. Architected a Performance Review System using Onboarding, Payroll, Employee Relations and deployed on AWS. Developed a Performance Review System using Employee Relations, Training, Recruitment.",HR
"Experienced Java Developer with 13 years in the industry. Proficient in Microservices, Maven, REST API, Multithreading, JVM, Java. Projects: Developed a Banking Microservices using Hibernate, SQL, Java.",Java Developer
"Certified DevOps expert with a strong background in Scripting, Kubernetes, Monitoring, Linux, Jenkins, Terraform. Passionate about building scalable solutions. Projects: Developed a Cloud Migration Project using Scripting, Ansible, Jenkins.",DevOps
"Java Developer lead with 13 years of experience. Skilled at Multithreading, JVM, Maven, JUnit, SQL, Hibernate and team management. Projects: Developed a Inventory Management System using Multithreading, Maven, Java.",Java Developer
"Results-driven DevOps professional with expertise in Scripting, Linux, CI/CD, Azure, Jenkins, Monitoring. Worked on several high-impact projects. Projects: Implemented Cloud Migration Project which improved efficiency by 13%. Developed a Kubernetes Deployment Pipeline using CI/CD, Jenkins, Kubernetes. Implemented Kubernetes Deployment Pipeline which improved efficiency by 14%.",DevOps
"Results-driven Data Science professional with expertise in NumPy, Deep Learning, Scikit-learn, Machine Learning, Python, SQL. Worked on several high-impact projects. Projects: Implemented Recommendation Engine which improved efficiency by 44%.",Data Science
"Junior Java Developer with a solid foundation in Spring Boot, Microservices, Java, Maven, Hibernate, SQL. Eager to contribute to innovative projects. Projects: Developed a Banking Microservices using Microservices, Hibernate, JVM. Developed a Flight Booking API using Hibernate, Maven, JVM.",Java Developer
"Certified Full Stack Developer expert with a strong background in Node.js, MongoDB, React, Docker, REST API, Express. Passionate about building scalable solutions. Projects: Developed a Healthcare Portal using Spring Boot, JavaScript, Java. Led the team in creating SaaS Application with focus on Docker, Express, REST API. Architected a Online Marketplace using Node.js, Docker, Express and deployed on GCP.",Full Stack Developer
"Certified DevOps expert with a strong background in AWS, Monitoring, Ansible, Azure, Kubernetes, Scripting. Passionate about building scalable solutions. Projects: Architected a Infrastructure as Code with Terraform using Azure, Jenkins, Terraform and deployed on GCP.",DevOps
"Results-driven Frontend Developer professional with expertise in TypeScript, Next.js, HTML5, Tailwind CSS, Redux, CSS3. Worked on several high-impact projects. Projects: Led the team in creating Social Media Feed with focus on Tailwind CSS, React, TypeScript. Developed a E-learning Platform using Web Design, JavaScript, CSS3. Developed a Dashboard UI using Redux, HTML5, Bootstrap.",Frontend Developer
"Certified DevOps expert with a strong background in Monitoring, Scripting, Linux, Kubernetes, Jenkins, CI/CD. Passionate about building scalable solutions. Projects: Architected a Infrastructure as Code with Terraform using Terraform, CI/CD, Linux and deployed on GCP. Architected a Kubernetes Deployment Pipeline using AWS, Scripting, Terraform and deployed on AWS. Developed a Kubernetes Deployment Pipeline using AWS, Scripting, Docker.",DevOps
"Junior Java Developer with a solid foundation in JVM, Multithreading, Java, Maven, Hibernate, JUnit. Eager to contribute to innovative projects. Projects: Led the team in creating Inventory Management System with focus on JVM, Spring Boot, Java.",Java Developer
"Results-driven DevOps professional with expertise in AWS, Terraform, Scripting, CI/CD, Linux, Jenkins. Worked on several high-impact projects. Projects: Developed a Monitoring Dashboard using Monitoring, Ansible, AWS.",DevOps
"Junior Java Developer with a solid foundation in SQL, REST API, Microservices, Spring Boot, Hibernate, JUnit. Eager to contribute to innovative projects. Projects: Architected a E-commerce Backend using Microservices, JVM, Hibernate and deployed on GCP. Implemented Banking Microservices which improved efficiency by 38%.",Java Developer
"Certified Tester expert with a strong background in Python, TestNG, Automation Testing, Selenium, Java, SDLC. Passionate about building scalable solutions. Projects: Led the team in creating Performance Benchmarking with focus on Automation Testing, Manual Testing, SDLC. Developed a Security Testing Framework using API Testing, Python, TestNG.",Tester
"Junior Frontend Developer with a solid foundation in HTML5, CSS3, Next.js, Tailwind CSS, React, JavaScript. Eager to contribute to innovative projects. Projects: Developed a Dashboard UI using Web Design, TypeScript, React. Led the team in creating E-learning Platform with focus on Bootstrap, HTML5, JavaScript.",Frontend Developer
"DevOps lead with 3 years of experience. Skilled at Linux, AWS, Kubernetes, Monitoring, Ansible, Jenkins and team management. Projects: Developed a Monitoring Dashboard using Kubernetes, Terraform, Jenkins. Led the team in creating Infrastructure as Code with Terraform with focus on CI/CD, Scripting, Jenkins. Implemented Infrastructure as Code with Terraform which improved efficiency by 33%.",DevOps
"Experienced Tester with 2 years in the industry. Proficient in Selenium, Bug Tracking, Java, SDLC, Python, JUnit. Projects: Implemented Performance Benchmarking which improved efficiency by 46%. Implemented Security Testing Framework which improved efficiency by 15%.",Tester
"Data Science lead with 14 years of experience. Skilled at Machine Learning, TensorFlow, SQL, Python, NLP, Scikit-learn and team management. Projects: Implemented Fraud Detection System which improved efficiency by 28%.",Data Science
"Experienced Java Developer with 5 years in the industry. Proficient in JUnit, Microservices, REST API, Java, Spring Boot, Hibernate. Projects: Implemented Banking Microservices which improved efficiency by 43%. Developed a Inventory Management System using Hibernate, JVM, Java.",Java Developer
"Experienced Tester with 2 years in the industry. Proficient in Java, Python, Automation Testing, Selenium, Manual Testing, JUnit. Projects: Developed a Security Testing Framework using Python, Bug Tracking, Selenium. Developed a Mobile App Automation using Java, Selenium, API Testing.",Tester
"Certified Data Science expert with a strong background in Data Visualization, Deep Learning, Pandas, PyTorch, Machine Learning, Python. Passionate about building scalable solutions. Projects: Led the team in creating Recommendation Engine with focus on Data Visualization, Machine Learning, Scikit-learn.",Data Science
"Results-driven Data Science professional with expertise in TensorFlow, SQL, Pandas, Deep Learning, Scikit-learn, NLP. Worked on several high-impact projects. Projects: Implemented Customer Churn Prediction which improved efficiency by 14%. Architected a Fraud Detection System using NLP, Python, Deep Learning and deployed on Azure. Architected a Fraud Detection System using Data Visualization, NLP, Deep Learning and deployed on AWS.",Data Science
"Experienced DevOps with 7 years in the industry. Proficient in Azure, Linux, Ansible, Monitoring, Jenkins, Kubernetes. Projects: Implemented Kubernetes Deployment Pipeline which improved efficiency by 40%. Architected a Monitoring Dashboard using Azure, Jenkins, Ansible and deployed on GCP. Implemented Monitoring Dashboard which improved efficiency by 48%.",DevOps
"Full Stack Developer lead with 10 years of experience. Skilled at REST API, SQL, MongoDB, React, Docker, Spring Boot and team management. Projects: Developed a SaaS Application using SQL, React, MongoDB.",Full Stack Developer
"HR lead with 6 years of experience. Skilled at Employee Relations, Talent Acquisition, Payroll, Onboarding, Strategic HR, Recruitment and team management. Projects: Led the team in creating Payroll Automation with focus on Strategic HR, Payroll, Talent Acquisition. Architected a Employee Engagement Portal using Recruitment, Strategic HR, Training and deployed on Azure.",HR
"Results-driven Frontend Developer professional with expertise in Bootstrap, Tailwind CSS, Redux, JavaScript, React, Web Design. Worked on several high-impact projects. Projects: Led the team in creating E-learning Platform with focus on CSS3, Bootstrap, React. Led the team in creating Social Media Feed with focus on Tailwind CSS, Bootstrap, Next.js.",Frontend Developer
"Experienced HR with 10 years in the industry. Proficient in Talent Acquisition, Recruitment, Training, Payroll, HR Policies, Strategic HR. Projects: Led the team in creating Performance Review System with focus on Employee Relations, Talent Acquisition, HR Policies. Implemented Performance Review System which improved efficiency by 15%. Architected a Performance Review System using Training, HR Policies, Strategic HR and deployed on Azure.",HR
"Results-driven Data Science professional with expertise in Data Visualization, Deep Learning, TensorFlow, Scikit-learn, SQL, Python. Worked on several high-impact projects. Projects: Implemented Recommendation Engine which improved efficiency by 33%. Implemented Recommendation Engine which improved efficiency by 13%.",Data Science
"Java Developer lead with 4 years of experience. Skilled at Spring Boot, Maven, REST API, JVM, Microservices, JUnit and team management. Projects: Developed a E-commerce Backend using SQL, Microservices, Java. Architected a E-commerce Backend using Multithreading, Hibernate, REST API and deployed on AWS.",Java Developer
"Tester lead with 11 years of experience. Skilled at Manual Testing, SDLC, JUnit, Automation Testing, Python, Selenium and team management. Projects: Implemented Performance Benchmarking which improved efficiency by 24%. Architected a Security Testing Framework using Selenium, Bug Tracking, Python and deployed on Azure. Implemented Performance Benchmarking which improved efficiency by 37%.",Tester
"HR lead with 8 years of experience. Skilled at Recruitment, Onboarding, Strategic HR, HR Policies, Payroll, Training and team management. Projects: Developed a Employee Engagement Portal using Recruitment, Talent Acquisition, HR Policies.",HR
"Certified Data Science expert with a strong background in Scikit-learn, Pandas, Deep Learning, NumPy, SQL, Python. Passionate about building scalable solutions. Projects: Implemented Fraud Detection System which improved efficiency by 38%. Architected a Recommendation Engine using PyTorch, NLP, NumPy and deployed on Azure.",Data Science
"Results-driven Tester professional with expertise in Python, Manual Testing, Java, Selenium, Automation Testing, SDLC. Worked on several high-impact projects. Projects: Implemented Security Testing Framework which improved efficiency by 29%. Led the team in creating E-commerce Test Suite with focus on JUnit, SDLC, Automation Testing. Implemented Security Testing Framework which improved efficiency by 33%.",Tester
"Certified Data Science expert with a strong background in PyTorch, SQL, Data Visualization, Deep Learning, NLP, Scikit-learn. Passionate about building scalable solutions. Projects: Led the team in creating Recommendation Engine with focus on Python, NumPy, Pandas.",Data Science
"Experienced DevOps with 5 years in the industry. Proficient in Linux, Azure, Jenkins, Scripting, CI/CD, Docker. Projects: Led the team in creating Infrastructure as Code with Terraform with focus on Azure, AWS, Ansible. Implemented Cloud Migration Project which improved efficiency by 11%.",DevOps
"Java Developer lead with 6 years of experience. Skilled at Maven, REST API, Hibernate, JVM, Microservices, Multithreading and team management. Projects: Led the team in creating Flight Booking API with focus on REST API, Java, SQL. Developed a E-commerce Backend using Spring Boot, Microservices, Java. Led the team in creating Inventory Management System with focus on Microservices, Java, JUnit.",Java Developer
"Experienced Tester with 2 years in the industry. Proficient in Java, JUnit, Python, SDLC, TestNG, API Testing. Projects: Developed a E-commerce Test Suite using JUnit, Manual Testing, Java. Implemented Security Testing Framework which improved efficiency by 43%.",Tester
"Results-driven HR professional with expertise in Strategic HR, Recruitment, Talent Acquisition, Onboarding, Payroll, Training. Worked on several high-impact projects. Projects: Developed a Payroll Automation using Strategic HR, Employee Relations, Recruitment. Led the team in creating Payroll Automation with focus on Training, HR Policies, Employee Relations. Led the team in creating Performance Review System with focus on HR Policies, Recruitment, Payroll.",HR
"Java Developer lead with 5 years of experience. Skilled at JVM, JUnit, Java, Multithreading, SQL, Spring Boot and team management. Projects: Developed a Banking Microservices using JVM, SQL, Microservices.",Java Developer
"Certified Data Science expert with a strong background in SQL, Pandas, Scikit-learn, Python, NLP, PyTorch. Passionate about building scalable solutions. Projects: Implemented Customer Churn Prediction which improved efficiency by 48%. Architected a Image Recognition App using PyTorch, NumPy, NLP and deployed on GCP. Developed a Image Recognition App using NLP, Pandas, Python.",Data Science
"Frontend Developer lead with 12 years of experience. Skilled at JavaScript, React, TypeScript, Bootstrap, HTML5, Next.js and team management. Projects: Implemented Portfolio Website which improved efficiency by 50%.",Frontend Developer
"Certified Data Science expert with a strong background in SQL, TensorFlow, NLP, Data Visualization, Scikit-learn, NumPy. Passionate about building scalable solutions. Projects: Implemented Fraud Detection System which improved efficiency by 44%.",Data Science
"Certified Frontend Developer expert with a strong background in Tailwind CSS, Bootstrap, Redux, JavaScript, Next.js, TypeScript. Passionate about building scalable solutions. Projects: Architected a Dashboard UI using TypeScript, Web Design, Tailwind CSS and deployed on AWS. Implemented Dashboard UI which improved efficiency by 29%.",Frontend Developer
"Results-driven Tester professional with expertise in TestNG, Manual Testing, Selenium, JUnit, Automation Testing, SDLC. Worked on several high-impact projects. Projects: Architected a Mobile App Automation using Manual Testing, Bug Tracking, TestNG and deployed on Azure. Led the team in creating Mobile App Automation with focus on Java, Manual Testing, API Testing. Architected a Performance Benchmarking using Java, Bug Tracking, JUnit and deployed on AWS.",Tester
"Experienced Tester with 15 years in the industry. Proficient in API Testing, TestNG, Java, Automation Testing, SDLC, Manual Testing. Projects: Led the team in creating Performance Benchmarking with focus on Selenium, Bug Tracking, JUnit.",Tester
"Junior HR with a solid foundation in Strategic HR, Payroll, Employee Relations, Training, HR Policies, Recruitment. Eager to contribute to innovative projects. Projects: Implemented Payroll Automation which improved efficiency by 28%. Developed a Employee Engagement Portal using Training, Employee Relations, Payroll.",HR
"Certified Frontend Developer expert with a strong background in Web Design, React, Tailwind CSS, Next.js, Redux, CSS3. Passionate about building scalable solutions. Projects: Developed a E-learning Platform using Tailwind CSS, Bootstrap, Next.js.",Frontend Developer
"Results-driven DevOps professional with expertise in Terraform, Docker, Kubernetes, Scripting, Ansible, Linux. Worked on several high-impact projects. Projects: Architected a Cloud Migration Project using Monitoring, Scripting, AWS and deployed on GCP. Led the team in creating Kubernetes Deployment Pipeline with focus on Monitoring, AWS, Terraform.",DevOps
"Junior Data Science with a solid foundation in Python, Machine Learning, NLP, Data Visualization, Scikit-learn, Deep Learning. Eager to contribute to innovative projects. Projects: Architected a Image Recognition App using Deep Learning, Machine Learning, Pandas and deployed on AWS.",Data Science
"DevOps lead with 5 years of experience. Skilled at Ansible, AWS, CI/CD, Jenkins, Docker, Kubernetes and team management. Projects: Architected a Infrastructure as Code with Terraform using Azure, Kubernetes, Ansible and deployed on AWS. Implemented Kubernetes Deployment Pipeline which improved efficiency by 21%.",DevOps
"Tester lead with 13 years of experience. Skilled at Python, Automation Testing, SDLC, Bug Tracking, JUnit, Java and team management. Projects: Developed a E-commerce Test Suite using Manual Testing, SDLC, Python. Developed a Performance Benchmarking using Python, Java, Selenium. Developed a Mobile App Automation using API Testing, Python, Selenium.",Tester
"Results-driven DevOps professional with expertise in Jenkins, Linux, CI/CD, Scripting, Ansible, Monitoring. Worked on several high-impact projects. Projects: Architected a Kubernetes Deployment Pipeline using Azure, Ansible, Monitoring and deployed on Azure. Architected a Kubernetes Deployment Pipeline using AWS, Terraform, Jenkins and deployed on Azure. Implemented Cloud Migration Project which improved efficiency by 48%.",DevOps
"Results-driven Java Developer professional with expertise in Maven, JUnit, REST API, Java, Hibernate, Microservices. Worked on several high-impact projects. Projects: Developed a Banking Microservices using Multithreading, Java, Hibernate. Architected a Flight Booking API using Multithreading, Spring Boot, Maven and deployed on AWS. Implemented E-commerce Backend which improved efficiency by 22%.",Java Developer
"Junior HR with a solid foundation in Training, Onboarding, Employee Relations, Strategic HR, Recruitment, Payroll. Eager to contribute to innovative projects. Projects: Led the team in creating ATS Implementation with focus on Training, HR Policies, Talent Acquisition. Architected a ATS Implementation using HR Policies, Talent Acquisition, Onboarding and deployed on GCP.",HR
"Results-driven Data Science professional with expertise in TensorFlow, Scikit-learn, Data Visualization, Deep Learning, NumPy, Pandas. Worked on several high-impact projects. Projects: Developed a Recommendation Engine using Python, NLP, Machine Learning.",Data Science
"Junior DevOps with a solid foundation in Linux, Ansible, Scripting, Jenkins, Azure, CI/CD. Eager to contribute to innovative projects. Projects: Led the team in creating Infrastructure as Code with Terraform with focus on Monitoring, CI/CD, Azure. Developed a Kubernetes Deployment Pipeline using CI/CD, Jenkins, Monitoring.",DevOps
"Certified Java Developer expert with a strong background in JVM, JUnit, Spring Boot, Microservices, Hibernate, REST API. Passionate about building scalable solutions. Projects: Architected a Banking Microservices using Multithreading, Maven, JUnit and deployed on AWS. Architected a Flight Booking API using Java, JUnit, Multithreading and deployed on Azure. Led the team in creating Inventory Management System with focus on JVM, Spring Boot, Maven.",Java Developer
"Junior Data Science with a solid foundation in Python, Deep Learning, Data Visualization, PyTorch, NLP, TensorFlow. Eager to contribute to innovative projects. Projects: Architected a Fraud Detection System using Scikit-learn, NumPy, NLP and deployed on Azure. Implemented Recommendation Engine which improved efficiency by 43%. Implemented Fraud Detection System which improved efficiency by 50%.",Data Science
"Certified HR expert with a strong background in Strategic HR, Payroll, Talent Acquisition, Onboarding, Employee Relations, HR Policies. Passionate about building scalable solutions. Projects: Developed a Performance Review System using Employee Relations, Training, Onboarding. Led the team in creating Payroll Automation with focus on HR Policies, Training, Payroll.",HR
"Experienced Tester with 10 years in the industry. Proficient in TestNG, API Testing, SDLC, Manual Testing, Automation Testing, Selenium. Projects: Led the team in creating Security Testing Framework with focus on Selenium, Bug Tracking, Automation Testing.",Tester
"Results-driven Frontend Developer professional with expertise in Web Design, Bootstrap, HTML5, React, JavaScript, Tailwind CSS. Worked on several high-impact projects. Projects: Implemented E-learning Platform which improved efficiency by 21%. Developed a E-learning Platform using Next.js, Tailwind CSS, CSS3.",Frontend Developer
"Experienced Full Stack Developer with 2 years in the industry. Proficient in Java, Express, Docker, MongoDB, Spring Boot, React. Projects: Implemented Online Marketplace which improved efficiency by 28%.",Full Stack Developer
"Results-driven Tester professional with expertise in SDLC, Java, Manual Testing, API Testing, TestNG, JUnit. Worked on several high-impact projects. Projects: Developed a Mobile App Automation using Bug Tracking, Automation Testing, TestNG. Led the team in creating E-commerce Test Suite with focus on API Testing, Java, TestNG.",Tester
"Frontend Developer lead with 6 years of experience. Skilled at React, Web Design, JavaScript, Tailwind CSS, HTML5, Next.js and team management. Projects: Implemented Portfolio Website which improved efficiency by 23%. Architected a E-learning Platform using Next.js, Tailwind CSS, TypeScript and deployed on AWS.",Frontend Developer
"Junior Java Developer with a solid foundation in SQL, JUnit, Hibernate, Java, Microservices, JVM. Eager to contribute to innovative projects. Projects: Architected a E-commerce Backend using REST API, Hibernate, JVM and deployed on AWS. Architected a Flight Booking API using Maven, JVM, Microservices and deployed on Azure.",Java Developer
"Data Science lead with 13 years of experience. Skilled at NLP, Scikit-learn, Pandas, PyTorch, Data Visualization, Machine Learning and team management. Projects: Implemented Recommendation Engine which improved efficiency by 34%. Implemented Recommendation Engine which improved efficiency by 26%. Developed a Recommendation Engine using Scikit-learn, SQL, Machine Learning.",Data Science
"Results-driven Data Science professional with expertise in SQL, Deep Learning, Machine Learning, Python, Pandas, NLP. Worked on several high-impact projects. Projects: Implemented Customer Churn Prediction which improved efficiency by 46%. Implemented Recommendation Engine which improved efficiency by 23%. Developed a Customer Churn Prediction using Machine Learning, PyTorch, Data Visualization.",Data Science
"Certified Java Developer expert with a strong background in Microservices, JVM, REST API, Maven, Spring Boot, JUnit. Passionate about building scalable solutions. Projects: Developed a Flight Booking API using REST API, Multithreading, Hibernate. Implemented Flight Booking API which improved efficiency by 21%. Implemented Flight Booking API which improved efficiency by 47%.",Java Developer
"Junior HR with a solid foundation in Employee Relations, Strategic HR, Training, Payroll, Talent Acquisition, HR Policies. Eager to contribute to innovative projects. Projects: Implemented Performance Review System which improved efficiency by 41%.",HR
"Tester lead with 9 years of experience. Skilled at Manual Testing, JUnit, Automation Testing, Python, Selenium, Java and team management. Projects: Developed a Mobile App Automation using Java, TestNG, API Testing. Architected a Security Testing Framework using Bug Tracking, Java, Automation Testing and deployed on GCP. Architected a E-commerce Test Suite using API Testing, JUnit, Java and deployed on AWS.",Tester
